P269	387	12	5353	4966	4954
P130	390	95	5645	5255	5160
P169	393	97	6477	6084	5987
P90	395	89	5734	5339	5250
P211	403	99	3166	2763	2664
P216	410	13	9726	9316	9303
P6	415	76	7274	6859	6783
P225	419	38	7947	7528	7490
P176	424	17	3183	2759	2742
P156	427	12	8829	8402	8390
P145	442	90	589	147	57
P273	442	72	13504	13062	12990
P190	443	17	9781	9338	9321
P67	445	15	7897	7452	7437
P10	449	97	12286	11837	11740
P171	449	75	8022	7573	7498
P277	450	32	8054	7604	7572
P108	451	16	3519	3068	3052
P28	453	92	14864	14411	14319
P40	453	68	9180	8727	8659
P188	462	91	13113	12651	12560
P267	462	43	9892	9430	9387
P237	471	22	3847	3376	3354
P163	473	36	4134	3661	3625
P21	473	45	12769	12296	12251
P153	485	54	3573	3088	3034
P195	486	66	10924	10438	10372
P268	488	71	952	464	393
P155	501	10	7284	6783	6773
P294	503	73	1025	522	449
P109	504	95	3278	2774	2679
P15	504	69	10993	10489	10420
P36	518	62	5796	5278	5216
P160	524	90	7374	6850	6760
P206	528	97	686	158	61
P242	529	2	5176	4647	4645
P38	529	71	2912	2383	2312
P112	530	7	4141	3611	3604
P144	539	15	6492	5953	5938
P282	540	77	13859	13319	13242
P289	541	1	7898	7357	7356
P172	542	19	3297	2755	2736
P71	542	2	6494	5952	5950
P70	546	98	8426	7880	7782
P158	547	35	3882	3335	3300
P139	548	39	3336	2788	2749
P100	551	92	8921	8370	8278
P254	554	78	5300	4746	4668
P1	559	66	6171	5612	5546
P93	559	3	10311	9752	9749
P31	561	55	1465	904	849
P234	564	19	6190	5626	5607
P122	566	67	9959	9393	9326
P131	567	5	10998	10431	10426
P162	568	61	4202	3634	3573
P198	577	84	2458	1881	1797
P207	577	11	7909	7332	7321
P290	577	80	7454	6877	6797
P189	579	11	9191	8612	8601
P263	585	94	1717	1132	1038
P114	586	41	6231	5645	5604
P275	593	89	13593	13000	12911
P165	596	52	2964	2368	2316
P81	597	94	14576	13979	13885
P173	598	88	9009	8411	8323
P183	609	98	11219	10610	10512
P212	611	100	13693	13082	12982
P80	613	63	3636	3023	2960
P166	615	69	1094	479	410
P232	616	7	11005	10389	10382
P284	618	13	7048	6430	6417
P236	619	32	5385	4766	4734
P184	624	51	13910	13286	13235
P197	625	39	11044	10419	10380
P250	625	37	10622	9997	9960
P143	626	41	727	101	60
P164	627	23	14887	14260	14237
P251	631	55	9246	8615	8560
P2	634	17	12786	12152	12135
P291	634	68	6562	5928	5860
P202	637	92	3974	3337	3245
P261	639	80	8506	7867	7787
P299	640	36	9995	9355	9319
P59	642	25	12811	12169	12144
P33	643	7	3343	2700	2693
P25	647	25	9806	9159	9134
P208	648	24	4606	3958	3934
P23	651	48	2506	1855	1807
P233	658	76	2110	1452	1376
P280	658	79	12365	11707	11628
P240	660	4	10315	9655	9651
P141	664	27	1744	1080	1053
P14	667	49	3013	2346	2297
P194	667	65	13178	12511	12446
P87	667	46	13739	13072	13026
P104	683	16	743	60	44
P147	683	85	10400	9717	9632
P60	686	9	12820	12134	12125
P92	687	17	1482	795	778
P99	696	71	814	118	47
P107	697	71	1553	856	785
P229	701	62	1156	455	393
P205	704	98	4300	3596	3498
P283	709	50	12415	11706	11656
P129	710	22	10017	9307	9285
P178	732	12	2518	1786	1774
P125	738	43	9849	9111	9068
P74	752	32	3668	2916	2884
P45	757	97	13275	12518	12421
P44	763	70	1226	463	393
P110	766	27	6834	6068	6041
P24	766	94	1320	554	460
P58	771	50	1603	832	782
P241	772	80	13990	13218	13138
P214	776	2	12417	11641	11639
P199	777	25	1345	568	543
P255	778	18	4318	3540	3522
P146	784	70	12487	11703	11633
P135	787	89	13364	12577	12488
P288	791	7	6238	5447	5440
P43	791	67	881	90	23
P134	798	35	13774	12976	12941
P86	805	69	1937	1132	1063
P185	809	63	11282	10473	10410
P167	811	7	13781	12970	12963
P136	813	55	5851	5038	4983
P137	818	6	1351	533	527
P96	820	43	12863	12043	12000
P231	822	13	3356	2534	2521
P115	826	80	10702	9876	9796
P210	836	19	8525	7689	7670
P16	837	97	2034	1197	1100
P55	838	36	12899	12061	12025
P127	839	68	14058	13219	13151
P201	840	99	3455	2615	2516
P84	842	44	11944	11102	11058
P230	843	2	12489	11646	11644
P170	845	4	12493	11648	11644
P247	848	67	11629	10781	10714
P13	851	6	11050	10199	10193
P52	856	46	5222	4366	4320
P220	857	48	14106	13249	13201
P29	859	73	14960	14101	14028
P69	871	1	11630	10759	10758
P49	878	17	9026	8148	8131
P300	882	21	11303	10421	10400
P243	883	83	6917	6034	5951
P54	886	85	2603	1717	1632
P113	891	20	1623	732	712
P72	901	16	11960	11059	11043
P64	903	57	15017	14114	14057
P94	904	68	7522	6618	6550
P295	906	52	12951	12045	11993
P46	908	16	4622	3714	3698
P121	911	11	10411	9500	9489
P75	911	51	1795	884	833
P181	914	96	4070	3156	3060
P204	914	78	3746	2832	2754
P27	914	86	9332	8418	8332
P138	917	59	4377	3460	3401
P271	921	29	2632	1711	1682
P266	922	37	11824	10902	10865
P248	925	75	2185	1260	1185
P20	929	16	2648	1719	1703
P12	934	63	12556	11622	11559
P257	938	59	1410	472	413
P175	939	90	2738	1799	1709
P63	944	35	4657	3713	3678
P77	948	25	13389	12441	12416
P293	953	98	14674	13721	13623
P41	955	44	6282	5327	5283
P186	958	88	4745	3787	3699
P270	959	26	5017	4058	4032
P297	963	56	8172	7209	7153
P256	965	62	8116	7151	7089
P221	969	8	6290	5321	5313
P148	973	61	9478	8505	8444
P65	979	73	1868	889	816
P126	980	71	13022	12042	11971
P262	981	27	2765	1784	1757
P35	981	54	3067	2086	2032
P48	987	46	6608	5621	5575
P79	988	87	10498	9510	9423
P239	995	3	7525	6530	6527
P22	996	65	11889	10893	10828
P219	999	24	5324	4325	4301
