P56	272	92	2360	2088	1996
P174	273	1	13782	13509	13508
P157	278	64	10308	10030	9966
P57	284	12	5426	5142	5130
P37	285	28	9598	9313	9285
P296	287	46	3803	3516	3470
P82	289	69	2820	2531	2462
P168	294	77	8817	8523	8446
P17	295	97	2277	1982	1885
P152	296	60	8328	8032	7972
P161	305	26	4540	4235	4209
P196	311	4	5430	5119	5115
P177	312	29	3470	3158	3129
P119	315	61	11121	10806	10745
P4	315	19	10797	10482	10463
P73	316	11	11900	11584	11573
P51	317	6	2826	2509	2503
P42	325	39	4870	4545	4506
P89	326	74	2029	1703	1629
P200	340	10	350	10	0
P259	346	100	5132	4786	4686
P265	350	19	11562	11212	11193
P128	352	86	14344	13992	13906
P7	354	62	7882	7528	7466
P272	355	78	5508	5153	5075
P149	359	98	7747	7388	7290
P11	360	79	4949	4589	4510
P3	360	46	9644	9284	9238
P228	361	100	14444	14083	13983
P30	365	13	378	13	0
P120	369	69	9713	9344	9275
P187	371	61	10858	10487	10426
P18	374	38	14482	14108	14070
P226	374	85	6380	6006	5921
P245	375	71	1818	1443	1372
P111	381	46	7035	6654	6608
P244	386	11	3481	3095	3084
P269	387	12	5311	4924	4912
P130	390	95	5603	5213	5118
P169	393	97	6477	6084	5987
P90	395	89	5692	5297	5208
P211	403	99	3151	2748	2649
P216	410	13	9726	9316	9303
P6	415	76	7274	6859	6783
P225	419	38	7947	7528	7490
P176	424	17	3168	2744	2727
P156	427	12	8829	8402	8390
P145	442	90	532	90	0
P273	442	72	13504	13062	12990
P190	443	17	9781	9338	9321
P67	445	15	7897	7452	7437
P10	449	97	12286	11837	11740
P171	449	75	8022	7573	7498
P277	450	32	8054	7604	7572
P108	451	16	3497	3046	3030
P28	453	92	14864	14411	14319
P40	453	68	9180	8727	8659
P188	462	91	13113	12651	12560
P267	462	43	9892	9430	9387
P237	471	22	3825	3354	3332
P163	473	36	4112	3639	3603
P21	473	45	12769	12296	12251
P153	485	54	3551	3066	3012
P195	486	66	10924	10438	10372
P268	488	71	985	497	426
P155	501	10	7284	6783	6773
P294	503	73	1288	785	712
P109	504	95	3263	2759	2664
P15	504	69	10993	10489	10420
P36	518	62	5754	5236	5174
P160	524	90	7374	6850	6760
P206	528	97	670	142	45
P242	529	2	5134	4605	4603
P38	529	71	2897	2368	2297
P112	530	7	4119	3589	3582
P144	539	15	6492	5953	5938
P282	540	77	13859	13319	13242
P289	541	1	7898	7357	7356
P172	542	19	3282	2740	2721
P71	542	2	6494	5952	5950
P70	546	98	8426	7880	7782
P158	547	35	3860	3313	3278
P139	548	39	3321	2773	2734
P100	551	92	8921	8370	8278
P254	554	78	5258	4704	4626
P1	559	66	6129	5570	5504
P93	559	3	10311	9752	9749
P31	561	55	1408	847	792
P234	564	19	6148	5584	5565
P122	566	67	9959	9393	9326
P131	567	5	10998	10431	10426
P162	568	61	4180	3612	3551
P198	577	84	2444	1867	1783
P207	577	11	7909	7332	7321
P290	577	80	7454	6877	6797
P189	579	11	9191	8612	8601
P263	585	94	1660	1075	981
P114	586	41	6189	5603	5562
P275	593	89	13593	13000	12911
P165	596	52	2949	2353	2301
P81	597	94	14576	13979	13885
P173	598	88	9009	8411	8323
P183	609	98	11219	10610	10512
P212	611	100	13693	13082	12982
P80	613	63	3614	3001	2938
P166	615	69	927	312	243
P232	616	7	11005	10389	10382
P284	618	13	7048	6430	6417
P236	619	32	5343	4724	4692
P184	624	51	13910	13286	13235
P197	625	39	11044	10419	10380
P250	625	37	10622	9997	9960
P143	626	41	667	41	0
P164	627	23	14887	14260	14237
P251	631	55	9246	8615	8560
P2	634	17	12786	12152	12135
P291	634	68	6562	5928	5860
P202	637	92	3952	3315	3223
P261	639	80	8506	7867	7787
P299	640	36	9995	9355	9319
P59	642	25	12811	12169	12144
P33	643	7	3328	2685	2678
P25	647	25	9806	9159	9134
P208	648	24	4564	3916	3892
P23	651	48	2492	1841	1793
P233	658	76	2105	1447	1371
P280	658	79	12365	11707	11628
P240	660	4	10315	9655	9651
P141	664	27	1687	1023	996
P14	667	49	2998	2331	2282
P194	667	65	13178	12511	12446
P87	667	46	13739	13072	13026
P104	683	16	699	16	0
P147	683	85	10400	9717	9632
P60	686	9	12820	12134	12125
P92	687	17	1425	738	721
P99	696	71	770	74	3
P107	697	71	1496	799	728
P229	701	62	1047	346	284
P205	704	98	4278	3574	3476
P283	709	50	12415	11706	11656
P129	710	22	10017	9307	9285
P178	732	12	2504	1772	1760
P125	738	43	9849	9111	9068
P74	752	32	3646	2894	2862
P45	757	97	13275	12518	12421
P44	763	70	1117	354	284
P110	766	27	6834	6068	6041
P24	766	94	1211	445	351
P58	771	50	1546	775	725
P241	772	80	13990	13218	13138
P214	776	2	12417	11641	11639
P199	777	25	1236	459	434
P255	778	18	4296	3518	3500
P146	784	70	12487	11703	11633
P135	787	89	13364	12577	12488
P288	791	7	6196	5405	5398
P43	791	67	858	67	0
P134	798	35	13774	12976	12941
P86	805	69	1887	1082	1013
P185	809	63	11282	10473	10410
P167	811	7	13781	12970	12963
P136	813	55	5809	4996	4941
P137	818	6	1294	476	470
P96	820	43	12863	12043	12000
P231	822	13	3341	2519	2506
P115	826	80	10702	9876	9796
P210	836	19	8525	7689	7670
P16	837	97	1984	1147	1050
P55	838	36	12899	12061	12025
P127	839	68	14058	13219	13151
P201	840	99	3440	2600	2501
P84	842	44	11944	11102	11058
P230	843	2	12489	11646	11644
P170	845	4	12493	11648	11644
P247	848	67	11629	10781	10714
P13	851	6	11050	10199	10193
P52	856	46	5180	4324	4278
P220	857	48	14106	13249	13201
P29	859	73	14960	14101	14028
P69	871	1	11630	10759	10758
P49	878	17	9026	8148	8131
P300	882	21	11303	10421	10400
P243	883	83	6917	6034	5951
P54	886	85	2589	1703	1618
P113	891	20	1566	675	655
P72	901	16	11960	11059	11043
P64	903	57	15017	14114	14057
P94	904	68	7522	6618	6550
P295	906	52	12951	12045	11993
P46	908	16	4580	3672	3656
P121	911	11	10411	9500	9489
P75	911	51	1738	827	776
P181	914	96	4048	3134	3038
P204	914	78	3724	2810	2732
P27	914	86	9332	8418	8332
P138	917	59	4355	3438	3379
P271	921	29	2618	1697	1668
P266	922	37	11824	10902	10865
P248	925	75	2180	1255	1180
P20	929	16	2634	1705	1689
P12	934	63	12556	11622	11559
P257	938	59	1353	415	356
P175	939	90	2724	1785	1695
P63	944	35	4615	3671	3636
P77	948	25	13389	12441	12416
P293	953	98	14674	13721	13623
P41	955	44	6240	5285	5241
P186	958	88	4703	3745	3657
P270	959	26	4975	4016	3990
P297	963	56	8172	7209	7153
P256	965	62	8116	7151	7089
P221	969	8	6248	5279	5271
P148	973	61	9478	8505	8444
P65	979	73	1811	832	759
P126	980	71	13022	12042	11971
P262	981	27	2751	1770	1743
P35	981	54	3052	2071	2017
P48	987	46	6608	5621	5575
P79	988	87	10498	9510	9423
P239	995	3	7525	6530	6527
P22	996	65	11889	10893	10828
P219	999	24	5282	4283	4259
