P4	315	19	4453	4138	4119
P119	315	61	4514	4199	4138
P73	316	11	4525	4209	4198
P51	317	6	4531	4214	4208
P42	325	39	4570	4245	4206
P89	326	74	4644	4318	4244
P200	340	10	4654	4314	4304
P259	346	100	4754	4408	4308
P265	350	19	4773	4423	4404
P128	352	86	4859	4507	4421
P7	354	62	4921	4567	4505
P272	355	78	4999	4644	4566
P149	359	98	5097	4738	4640
P3	360	46	5143	4783	4737
P11	360	79	5222	4862	4783
P228	361	100	5322	4961	4861
P30	365	13	5335	4970	4957
P120	369	69	5404	5035	4966
P187	371	61	5465	5094	5033
P18	374	38	5503	5129	5091
P226	374	85	5588	5214	5129
P245	375	71	5659	5284	5213
P111	381	46	5705	5324	5278
P244	386	11	5716	5330	5319
P269	387	12	5728	5341	5329
P130	390	95	5823	5433	5338
P169	393	97	5920	5527	5430
P90	395	89	6009	5614	5525
P211	403	99	6108	5705	5606
P216	410	13	6121	5711	5698
P6	415	76	6197	5782	5706
P225	419	38	6235	5816	5778
P176	424	17	6252	5828	5811
P156	427	12	6264	5837	5825
P145	442	90	6354	5912	5822
P273	442	72	6426	5984	5912
P190	443	17	6443	6000	5983
P67	445	15	6458	6013	5998
P10	449	97	6555	6106	6009
P171	449	75	6630	6181	6106
P277	450	32	6662	6212	6180
P108	451	16	6678	6227	6211
P28	453	92	6770	6317	6225
P40	453	68	6838	6385	6317
P188	462	91	6929	6467	6376
P267	462	43	6972	6510	6467
P237	471	22	6994	6523	6501
P21	473	45	7039	6566	6521
P163	473	36	7075	6602	6566
P153	485	54	7129	6644	6590
P195	486	66	7195	6709	6643
P268	488	71	7266	6778	6707
P155	501	10	7276	6775	6765
P294	503	73	7349	6846	6773
P15	504	69	7418	6914	6845
P109	504	95	7513	7009	6914
P36	518	62	7575	7057	6995
P160	524	90	7665	7141	7051
P206	528	97	7762	7234	7137
P38	529	71	7833	7304	7233
P242	529	2	7835	7306	7304
P112	530	7	7842	7312	7305
P144	539	15	7857	7318	7303
P282	540	77	7934	7394	7317
P289	541	1	7935	7394	7393
P71	542	2	7937	7395	7393
P172	542	19	7956	7414	7395
P70	546	98	8054	7508	7410
P158	547	35	8089	7542	7507
P139	548	39	8128	7580	7541
P100	551	92	8220	7669	7577
P254	554	78	8298	7744	7666
P1	559	66	8364	7805	7739
P93	559	3	8367	7808	7805
P31	561	55	8422	7861	7806
P234	564	19	8441	7877	7858
P122	566	67	8508	7942	7875
P131	567	5	8513	7946	7941
P162	568	61	8574	8006	7945
P198	577	84	8658	8081	7997
P207	577	11	8669	8092	8081
P290	577	80	8749	8172	8092
P189	579	11	8760	8181	8170
P263	585	94	8854	8269	8175
P114	586	41	8895	8309	8268
P275	593	89	8984	8391	8302
P165	596	52	9036	8440	8388
P81	597	94	9130	8533	8439
P173	598	88	9218	8620	8532
P183	609	98	9316	8707	8609
P212	611	100	9416	8805	8705
P80	613	63	9479	8866	8803
P166	615	69	9548	8933	8864
P232	616	7	9555	8939	8932
P284	618	13	9568	8950	8937
P236	619	32	9600	8981	8949
P184	624	51	9651	9027	8976
P197	625	39	9690	9065	9026
P250	625	37	9727	9102	9065
P143	626	41	9768	9142	9101
P164	627	23	9791	9164	9141
P251	631	55	9846	9215	9160
P2	634	17	9863	9229	9212
P291	634	68	9931	9297	9229
P202	637	92	10023	9386	9294
P261	639	80	10103	9464	9384
P299	640	36	10139	9499	9463
P59	642	25	10164	9522	9497
P33	643	7	10171	9528	9521
P25	647	25	10196	9549	9524
P208	648	24	10220	9572	9548
P23	651	48	10268	9617	9569
P233	658	76	10344	9686	9610
P280	658	79	10423	9765	9686
P240	660	4	10427	9767	9763
P141	664	27	10454	9790	9763
P14	667	49	10503	9836	9787
P87	667	46	10549	9882	9836
P194	667	65	10614	9947	9882
P104	683	16	10630	9947	9931
P147	683	85	10715	10032	9947
P60	686	9	10724	10038	10029
P92	687	17	10741	10054	10037
P99	696	71	10812	10116	10045
P107	697	71	10883	10186	10115
P229	701	62	10945	10244	10182
P205	704	98	11043	10339	10241
P283	709	50	11093	10384	10334
P129	710	22	11115	10405	10383
P178	732	12	11127	10395	10383
P125	738	43	11170	10432	10389
P74	752	32	11202	10450	10418
P45	757	97	11299	10542	10445
P44	763	70	11369	10606	10536
P24	766	94	11463	10697	10603
P110	766	27	11490	10724	10697
P58	771	50	11540	10769	10719
P241	772	80	11620	10848	10768
P214	776	2	11622	10846	10844
P199	777	25	11647	10870	10845
P255	778	18	11665	10887	10869
P146	784	70	11735	10951	10881
P135	787	89	11824	11037	10948
P43	791	67	11891	11100	11033
P288	791	7	11898	11107	11100
P134	798	35	11933	11135	11100
P86	805	69	12002	11197	11128
P185	809	63	12065	11256	11193
P167	811	7	12072	11261	11254
P136	813	55	12127	11314	11259
P137	818	6	12133	11315	11309
P96	820	43	12176	11356	11313
P231	822	13	12189	11367	11354
P115	826	80	12269	11443	11363
P210	836	19	12288	11452	11433
P16	837	97	12385	11548	11451
P55	838	36	12421	11583	11547
P127	839	68	12489	11650	11582
P201	840	99	12588	11748	11649
P84	842	44	12632	11790	11746
P230	843	2	12634	11791	11789
P170	845	4	12638	11793	11789
P247	848	67	12705	11857	11790
P13	851	6	12711	11860	11854
P52	856	46	12757	11901	11855
P220	857	48	12805	11948	11900
P29	859	73	12878	12019	11946
P69	871	1	12879	12008	12007
P49	878	17	12896	12018	12001
P300	882	21	12917	12035	12014
P243	883	83	13000	12117	12034
P54	886	85	13085	12199	12114
P113	891	20	13105	12214	12194
P72	901	16	13121	12220	12204
P64	903	57	13178	12275	12218
P94	904	68	13246	12342	12274
P295	906	52	13298	12392	12340
P46	908	16	13314	12406	12390
P75	911	51	13365	12454	12403
P121	911	11	13376	12465	12454
P27	914	86	13462	12548	12462
P181	914	96	13558	12644	12548
P204	914	78	13636	12722	12644
P138	917	59	13695	12778	12719
P271	921	29	13724	12803	12774
P266	922	37	13761	12839	12802
P248	925	75	13836	12911	12836
P20	929	16	13852	12923	12907
P12	934	63	13915	12981	12918
P257	938	59	13974	13036	12977
P175	939	90	14064	13125	13035
P63	944	35	14099	13155	13120
P77	948	25	14124	13176	13151
P293	953	98	14222	13269	13171
P41	955	44	14266	13311	13267
P186	958	88	14354	13396	13308
P270	959	26	14380	13421	13395
P297	963	56	14436	13473	13417
P256	965	62	14498	13533	13471
P221	969	8	14506	13537	13529
P148	973	61	14567	13594	13533
P65	979	73	14640	13661	13588
P126	980	71	14711	13731	13660
P35	981	54	14765	13784	13730
P262	981	27	14792	13811	13784
P48	987	46	14838	13851	13805
P79	988	87	14925	13937	13850
P239	995	3	14928	13933	13930
P22	996	65	14993	13997	13932
P219	999	24	15017	14018	13994
