P149	359	98	14877	14518	14420
P11	360	79	13840	13480	13401
P3	360	46	10056	9696	9650
P228	361	100	14887	14526	14426
P30	365	13	3966	3601	3588
P120	369	69	12880	12511	12442
P187	371	61	12881	12510	12449
P18	374	38	8328	7954	7916
P226	374	85	14484	14110	14025
P245	375	71	13861	13486	13415
P111	381	46	10133	9752	9706
P244	386	11	4047	3661	3650
P269	387	12	4049	3662	3650
P130	390	95	14892	14502	14407
P169	393	97	14899	14506	14409
P90	395	89	14523	14128	14039
P211	403	99	14908	14505	14406
P216	410	13	4122	3712	3699
P6	415	76	13927	13512	13436
P225	419	38	8456	8037	7999
P176	424	17	4159	3735	3718
P156	427	12	4161	3734	3722
P145	442	90	14545	14103	14013
P273	442	72	13942	13500	13428
P190	443	17	4208	3765	3748
P67	445	15	4213	3768	3753
P10	449	97	14915	14466	14369
P171	449	75	13957	13508	13433
P277	450	32	8527	8077	8045
P108	451	16	4259	3808	3792
P28	453	92	14917	14464	14372
P40	453	68	13051	12598	12530
P188	462	91	14918	14456	14365
P267	462	43	10306	9844	9801
P237	471	22	6592	6121	6099
P163	473	36	8593	8120	8084
P21	473	45	10321	9848	9803
P153	485	54	11838	11353	11299
P195	486	66	13077	12591	12525
P268	488	71	13987	13499	13428
P155	501	10	1798	1297	1287
P294	503	73	13990	13487	13414
P109	504	95	14923	14419	14324
P15	504	69	13106	12602	12533
P36	518	62	13118	12600	12538
P160	524	90	14595	14071	13981
P206	528	97	14930	14402	14305
P242	529	2	1890	1361	1359
P38	529	71	14021	13492	13421
P112	530	7	1897	1367	1360
P144	539	15	4487	3948	3933
P282	540	77	14028	13488	13411
P289	541	1	1938	1397	1396
P172	542	19	4516	3974	3955
P71	542	2	1940	1398	1396
P70	546	98	14938	14392	14294
P158	547	35	8749	8202	8167
P139	548	39	8758	8210	8171
P100	551	92	14940	14389	14297
P254	554	78	14066	13512	13434
P1	559	66	13206	12647	12581
P93	559	3	2023	1464	1461
P31	561	55	12010	11449	11394
P234	564	19	4608	4044	4025
P122	566	67	13213	12647	12580
P131	567	5	2068	1501	1496
P162	568	61	13214	12646	12585
P198	577	84	14636	14059	13975
P207	577	11	4649	4072	4061
P290	577	80	14096	13519	13439
P189	579	11	4660	4081	4070
P263	585	94	14944	14359	14265
P114	586	41	10592	10006	9965
P275	593	89	14655	14062	13973
P165	596	52	12102	11506	11454
P81	597	94	14948	14351	14257
P173	598	88	14673	14075	13987
P183	609	98	14956	14347	14249
P212	611	100	14966	14355	14255
P80	613	63	13320	12707	12644
P166	615	69	13329	12714	12645
P232	616	7	2275	1659	1652
P284	618	13	4803	4185	4172
P236	619	32	8993	8374	8342
P184	624	51	12163	11539	11488
P197	625	39	9012	8387	8348
P250	625	37	9019	8394	8357
P143	626	41	10694	10068	10027
P164	627	23	7085	6458	6435
P251	631	55	12168	11537	11482
P2	634	17	4890	4256	4239
P291	634	68	13337	12703	12635
P202	637	92	14968	14331	14239
P261	639	80	14176	13537	13457
P299	640	36	9075	8435	8399
P59	642	25	7141	6499	6474
P33	643	7	2432	1789	1782
P25	647	25	7146	6499	6474
P208	648	24	7150	6502	6478
P23	651	48	10742	10091	10043
P233	658	76	14182	13524	13448
P280	658	79	14191	13533	13454
P240	660	4	2498	1838	1834
P141	664	27	7197	6533	6506
P14	667	49	10771	10104	10055
P194	667	65	13382	12715	12650
P87	667	46	10777	10110	10064
P104	683	16	5061	4378	4362
P147	683	85	14708	14025	13940
P60	686	9	2597	1911	1902
P92	687	17	5088	4401	4384
P99	696	71	14202	13506	13435
P107	697	71	14203	13506	13435
P229	701	62	13415	12714	12652
P205	704	98	14976	14272	14174
P283	709	50	10867	10158	10108
P129	710	22	7319	6609	6587
P178	732	12	5190	4458	4446
P125	738	43	10897	10159	10116
P74	752	32	9271	8519	8487
P45	757	97	14983	14226	14129
P44	763	70	13450	12687	12617
P110	766	27	7426	6660	6633
P24	766	94	14987	14221	14127
P58	771	50	10944	10173	10123
P241	772	80	14243	13471	13391
P214	776	2	2829	2053	2051
P199	777	25	7461	6684	6659
P255	778	18	5328	4550	4532
P146	784	70	13480	12696	12626
P135	787	89	14747	13960	13871
P288	791	7	2906	2115	2108
P43	791	67	13497	12706	12639
P134	798	35	9380	8582	8547
P86	805	69	13506	12701	12632
P185	809	63	13515	12706	12643
P167	811	7	2963	2152	2145
P136	813	55	12425	11612	11557
P137	818	6	2989	2171	2165
P96	820	43	11048	10228	10185
P231	822	13	5451	4629	4616
P115	826	80	14263	13437	13357
P210	836	19	5480	4644	4625
P16	837	97	14994	14157	14060
P55	838	36	9476	8638	8602
P127	839	68	13553	12714	12646
P201	840	99	15003	14163	14064
P84	842	44	11102	10260	10216
P230	843	2	3091	2248	2246
P170	845	4	3105	2260	2256
P247	848	67	13570	12722	12655
P13	851	6	3121	2270	2264
P52	856	46	11124	10268	10222
P220	857	48	11132	10275	10227
P29	859	73	14296	13437	13364
P69	871	1	3172	2301	2300
P49	878	17	5607	4729	4712
P300	882	21	7721	6839	6818
P243	883	83	14786	13903	13820
P54	886	85	14799	13913	13828
P113	891	20	5657	4766	4746
P72	901	16	5663	4762	4746
P64	903	57	12554	11651	11594
P94	904	68	13638	12734	12666
P295	906	52	12576	11670	11618
P46	908	16	5709	4801	4785
P121	911	11	5720	4809	4798
P75	911	51	12577	11666	11615
P181	914	96	15009	14095	13999
P204	914	78	14374	13460	13382
P27	914	86	14805	13891	13805
P138	917	59	12616	11699	11640
P271	921	29	7859	6938	6909
P266	922	37	9703	8781	8744
P248	925	75	14379	13454	13379
P20	929	16	5806	4877	4861
P12	934	63	13689	12755	12692
P257	938	59	12645	11707	11648
P175	939	90	14825	13886	13796
P63	944	35	9748	8804	8769
P77	948	25	7934	6986	6961
P293	953	98	15017	14064	13966
P41	955	44	11356	10401	10357
P186	958	88	14845	13887	13799
P270	959	26	7980	7021	6995
P297	963	56	12701	11738	11682
P256	965	62	13736	12771	12709
P221	969	8	3582	2613	2605
P148	973	61	13737	12764	12703
P65	979	73	14422	13443	13370
P126	980	71	14423	13443	13372
P262	981	27	8057	7076	7049
P35	981	54	12749	11768	11714
P48	987	46	11442	10455	10409
P79	988	87	14852	13864	13777
P239	995	3	3667	2672	2669
P22	996	65	13772	12776	12711
P219	999	24	8091	7092	7068
